Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming
anak diluar negeri depresi di dalam negeri jadi kriminal (efek samping duit haram),anak diluar negeri depresi di dalam negeri jadi kriminal efek samping duit haram,anak diluar negeri depresi di dalam negeri jadi kriminal efek samping duit haram,anak diluar negeri depresi di dalam negeri jadi kriminal efek samping duit haram,"['anak', 'diluar', 'negeri', 'depresi', 'di', 'dalam', 'negeri', 'jadi', 'kriminal', 'efek', 'samping', 'duit', 'haram']","['anak', 'diluar', 'negeri', 'depresi', 'negeri', 'kriminal', 'efek', 'samping', 'duit', 'haram']",anak diluar negeri depresi negeri kriminal efek samping duit haram,anak luar negeri depresi negeri kriminal efek samping duit haram
Baru kali ini liburan sambil depresi gara2 tiap balik ke hotel pas buka twitter bacain berita sedih ttg Indonesia sampe males mau posting macem2,Baru kali ini liburan sambil depresi gara tiap balik ke hotel pas buka twitter bacain berita sedih ttg Indonesia sampe males mau posting macem,baru kali ini liburan sambil depresi gara tiap balik ke hotel pas buka twitter bacain berita sedih ttg indonesia sampe males mau posting macem,baru kali ini liburan sambil depresi gara tiap balik ke hotel pas buka twitter bacain berita sedih tentang indonesia sampai malas mau posting macam,"['baru', 'kali', 'ini', 'liburan', 'sambil', 'depresi', 'gara', 'tiap', 'balik', 'ke', 'hotel', 'pas', 'buka', 'twitter', 'bacain', 'berita', 'sedih', 'tentang', 'indonesia', 'sampai', 'malas', 'mau', 'posting', 'macam']","['kali', 'liburan', 'depresi', 'gara', 'hotel', 'pas', 'buka', 'twitter', 'bacain', 'berita', 'sedih', 'indonesia', 'malas', 'posting']",kali liburan depresi gara hotel pas buka twitter bacain berita sedih indonesia malas posting,kali libur depresi gara hotel pas buka twitter bacain berita sedih indonesia malas posting
@mwv_mystic Relate. Depresi seindonesia raya ini mah,Relate Depresi seindonesia raya ini mah,relate depresi seindonesia raya ini mah,relate depresi seindonesia raya ini mah,"['relate', 'depresi', 'seindonesia', 'raya', 'ini', 'mah']","['relate', 'depresi', 'seindonesia', 'raya', 'mah']",relate depresi seindonesia raya mah,relate depresi indonesia raya mah
Ya Allah istriku aku depresi,Ya Allah istriku aku depresi,ya allah istriku aku depresi,ya allah istriku aku depresi,"['ya', 'allah', 'istriku', 'aku', 'depresi']","['allah', 'istriku', 'depresi']",allah istriku depresi,allah istri depresi
guys berita indonesia ternyata bikin depresi bgt ya lekas pulih,guys berita indonesia ternyata bikin depresi bgt ya lekas pulih,guys berita indonesia ternyata bikin depresi bgt ya lekas pulih,teman berita indonesia ternyata bikin depresi banget ya lekas pulih,"['teman', 'berita', 'indonesia', 'ternyata', 'bikin', 'depresi', 'banget', 'ya', 'lekas', 'pulih']","['teman', 'berita', 'indonesia', 'bikin', 'depresi', 'banget', 'lekas', 'pulih']",teman berita indonesia bikin depresi banget lekas pulih,teman berita indonesia bikin depresi banget lekas pulih
depresi liat berita ga negara ga kerjaan keoss bgt,depresi liat berita ga negara ga kerjaan keoss bgt,depresi liat berita ga negara ga kerjaan keoss bgt,depresi lihat berita tidak negara tidak pekerjaan keoss banget,"['depresi', 'lihat', 'berita', 'tidak', 'negara', 'tidak', 'pekerjaan', 'keoss', 'banget']","['depresi', 'lihat', 'berita', 'negara', 'pekerjaan', 'keoss', 'banget']",depresi lihat berita negara pekerjaan keoss banget,depresi lihat berita negara kerja keoss banget
@Bembieno @fiki_bernandi @kumparan Kadang ga setiap hari ada kerjaan kl gini terus bisa lumpuh dan depresi lama2,Kadang ga setiap hari ada kerjaan kl gini terus bisa lumpuh dan depresi lama,kadang ga setiap hari ada kerjaan kl gini terus bisa lumpuh dan depresi lama,kadang tidak setiap hari ada pekerjaan kalau begini terus bisa lumpuh dan depresi lama,"['kadang', 'tidak', 'setiap', 'hari', 'ada', 'pekerjaan', 'kalau', 'begini', 'terus', 'bisa', 'lumpuh', 'dan', 'depresi', 'lama']","['kadang', 'pekerjaan', 'lumpuh', 'depresi']",kadang pekerjaan lumpuh depresi,kadang kerja lumpuh depresi
Gw awalnya mau baca buku buat nenangin diri tapi buku gw semua malah bikin lebih depresi soalnya terlalu real &lt;/3,Gw awalnya mau baca buku buat nenangin diri tapi buku gw semua malah bikin lebih depresi soalnya terlalu real lt,gw awalnya mau baca buku buat nenangin diri tapi buku gw semua malah bikin lebih depresi soalnya terlalu real lt,gue awalnya mau baca buku buat nenangin diri tapi buku gue semua malah bikin lebih depresi soalnya terlalu real lantai,"['gue', 'awalnya', 'mau', 'baca', 'buku', 'buat', 'nenangin', 'diri', 'tapi', 'buku', 'gue', 'semua', 'malah', 'bikin', 'lebih', 'depresi', 'soalnya', 'terlalu', 'real', 'lantai']","['gue', 'baca', 'buku', 'nenangin', 'buku', 'gue', 'bikin', 'depresi', 'real', 'lantai']",gue baca buku nenangin buku gue bikin depresi real lantai,gue baca buku nenangin buku gue bikin depresi real lantai
@lvakmal @GasMedsos Auto depresi tar lagi gila.. Ingat Tuhan masih ada &amp; melihat ketamakan anda. Hukum Karma &amp; Hukum Tabur Tuai masih berlaku,Auto depresi tar lagi gila Ingat Tuhan masih ada amp melihat ketamakan anda Hukum Karma amp Hukum Tabur Tuai masih berlaku,auto depresi tar lagi gila ingat tuhan masih ada amp melihat ketamakan anda hukum karma amp hukum tabur tuai masih berlaku,auto depresi entar lagi gila ingat tuhan masih ada amp melihat ketamakan anda hukum karma amp hukum tabur tuai masih berlaku,"['auto', 'depresi', 'entar', 'lagi', 'gila', 'ingat', 'tuhan', 'masih', 'ada', 'amp', 'melihat', 'ketamakan', 'anda', 'hukum', 'karma', 'amp', 'hukum', 'tabur', 'tuai', 'masih', 'berlaku']","['auto', 'depresi', 'entar', 'gila', 'tuhan', 'amp', 'ketamakan', 'hukum', 'karma', 'amp', 'hukum', 'tabur', 'tuai', 'berlaku']",auto depresi entar gila tuhan amp ketamakan hukum karma amp hukum tabur tuai berlaku,auto depresi entar gila tuhan amp tamak hukum karma amp hukum tabur tuai laku
mksie infold sudah hadir di tengah kekisruhann depresi gw mnjadi wni,mksie infold sudah hadir di tengah kekisruhann depresi gw mnjadi wni,mksie infold sudah hadir di tengah kekisruhann depresi gw mnjadi wni,mksie infold sudah hadir di tengah kekisruhann depresi gue menjadi wni,"['mksie', 'infold', 'sudah', 'hadir', 'di', 'tengah', 'kekisruhann', 'depresi', 'gue', 'menjadi', 'wni']","['mksie', 'infold', 'hadir', 'kekisruhann', 'depresi', 'gue', 'wni']",mksie infold hadir kekisruhann depresi gue wni,mksie infold hadir kekisruhann depresi gue wni
ini Aldi buka memang krna mau jualan atau pengalihan isu dpr?!?!?! tbtb tongi buka 10 hari ma nakasi depresi grgr tutupi,ini Aldi buka memang krna mau jualan atau pengalihan isu dpr tbtb tongi buka hari ma nakasi depresi grgr tutupi,ini aldi buka memang krna mau jualan atau pengalihan isu dpr tbtb tongi buka hari ma nakasi depresi grgr tutupi,ini aldi buka memang karena mau jualan atau pengalihan isu dpr tbtb tongi buka hari sama nakasi depresi gara-gara tutupi,"['ini', 'aldi', 'buka', 'memang', 'karena', 'mau', 'jualan', 'atau', 'pengalihan', 'isu', 'dpr', 'tbtb', 'tongi', 'buka', 'hari', 'sama', 'nakasi', 'depresi', 'gara-gara', 'tutupi']","['aldi', 'buka', 'jualan', 'pengalihan', 'isu', 'dpr', 'tbtb', 'tongi', 'buka', 'nakasi', 'depresi', 'gara-gara', 'tutupi']",aldi buka jualan pengalihan isu dpr tbtb tongi buka nakasi depresi gara-gara tutupi,aldi buka jual alih isu dpr tbtb tong buka nakasi depresi gara-gara tutup
Mau buka sosmed manapun rasanya depresi... Kapan dah kita dapet pemimpin negara yang bener gk ush bagus dulu lah yang normal dulu aj setidanya.,Mau buka sosmed manapun rasanya depresi Kapan dah kita dapet pemimpin negara yang bener gk ush bagus dulu lah yang normal dulu aj setidanya,mau buka sosmed manapun rasanya depresi kapan dah kita dapet pemimpin negara yang bener gk ush bagus dulu lah yang normal dulu aj setidanya,mau buka sosmed manapun rasanya depresi kapan sudah kita dapat pemimpin negara yang benar tidak usah bagus dulu lah yang normal dulu saja setidanya,"['mau', 'buka', 'sosmed', 'manapun', 'rasanya', 'depresi', 'kapan', 'sudah', 'kita', 'dapat', 'pemimpin', 'negara', 'yang', 'benar', 'tidak', 'usah', 'bagus', 'dulu', 'lah', 'yang', 'normal', 'dulu', 'saja', 'setidanya']","['buka', 'sosmed', 'manapun', 'depresi', 'pemimpin', 'negara', 'bagus', 'normal', 'setidanya']",buka sosmed manapun depresi pemimpin negara bagus normal setidanya,buka sosmed mana depresi pimpin negara bagus normal setidanya
depresi kecil grgr situasi ini buset dah seharian bener bener di kasur doang. keluar kamar cuma buat ambil makan niat bebersih juga gak ada yang dikelarin. itu album aja setelah beberapa jam dulu baru diunboxing. kpop kpopan gw skip terus. gws gw gws indo,depresi kecil grgr situasi ini buset dah seharian bener bener di kasur doang keluar kamar cuma buat ambil makan niat bebersih juga gak ada yang dikelarin itu album aja setelah beberapa jam dulu baru diunboxing kpop kpopan gw skip terus gws gw gws indo,depresi kecil grgr situasi ini buset dah seharian bener bener di kasur doang keluar kamar cuma buat ambil makan niat bebersih juga gak ada yang dikelarin itu album aja setelah beberapa jam dulu baru diunboxing kpop kpopan gw skip terus gws gw gws indo,depresi kecil gara-gara situasi ini buset sudah seharian benar benar di kasur doang keluar kamar cuma buat ambil makan niat bebersih juga tidak ada yang dikelarin itu album saja setelah beberapa jam dulu baru diunboxing kpop kpopan gue skip terus gws gue gws indonesia,"['depresi', 'kecil', 'gara-gara', 'situasi', 'ini', 'buset', 'sudah', 'seharian', 'benar', 'benar', 'di', 'kasur', 'doang', 'keluar', 'kamar', 'cuma', 'buat', 'ambil', 'makan', 'niat', 'bebersih', 'juga', 'tidak', 'ada', 'yang', 'dikelarin', 'itu', 'album', 'saja', 'setelah', 'beberapa', 'jam', 'dulu', 'baru', 'diunboxing', 'kpop', 'kpopan', 'gue', 'skip', 'terus', 'gws', 'gue', 'gws', 'indonesia']","['depresi', 'gara-gara', 'situasi', 'buset', 'seharian', 'kasur', 'doang', 'kamar', 'ambil', 'makan', 'niat', 'bebersih', 'dikelarin', 'album', 'jam', 'diunboxing', 'kpop', 'kpopan', 'gue', 'skip', 'gws', 'gue', 'gws', 'indonesia']",depresi gara-gara situasi buset seharian kasur doang kamar ambil makan niat bebersih dikelarin album jam diunboxing kpop kpopan gue skip gws gue gws indonesia,depresi gara-gara situasi buset hari kasur doang kamar ambil makan niat bersih dikelarin album jam diunboxing kpop kpopan gue skip gws gue gws indonesia
@infoXwor_ Brengsek! Katanya udah ada korban ya. Polisi gak sadar diri gaji kalian tiap bulan kami yang bayar. Membunuh sumber penghasilan mu sendiri. Siapapun polisi yang menyakiti rakyat saya sumpahi hartanya tak berkah miskin saat pensiun dan depresi mirip PTSD.,Brengsek Katanya udah ada korban ya Polisi gak sadar diri gaji kalian tiap bulan kami yang bayar Membunuh sumber penghasilan mu sendiri Siapapun polisi yang menyakiti rakyat saya sumpahi hartanya tak berkah miskin saat pensiun dan depresi mirip PTSD,brengsek katanya udah ada korban ya polisi gak sadar diri gaji kalian tiap bulan kami yang bayar membunuh sumber penghasilan mu sendiri siapapun polisi yang menyakiti rakyat saya sumpahi hartanya tak berkah miskin saat pensiun dan depresi mirip ptsd,brengsek katanya sudah ada korban ya polisi tidak sadar diri gaji kalian tiap bulan kami yang bayar membunuh sumber penghasilan mu sendiri siapapun polisi yang menyakiti rakyat saya sumpahi hartanya tak berkah miskin saat pensiun dan depresi mirip ptsd,"['brengsek', 'katanya', 'sudah', 'ada', 'korban', 'ya', 'polisi', 'tidak', 'sadar', 'diri', 'gaji', 'kalian', 'tiap', 'bulan', 'kami', 'yang', 'bayar', 'membunuh', 'sumber', 'penghasilan', 'mu', 'sendiri', 'siapapun', 'polisi', 'yang', 'menyakiti', 'rakyat', 'saya', 'sumpahi', 'hartanya', 'tak', 'berkah', 'miskin', 'saat', 'pensiun', 'dan', 'depresi', 'mirip', 'ptsd']","['brengsek', 'korban', 'polisi', 'sadar', 'gaji', 'bayar', 'membunuh', 'sumber', 'penghasilan', 'mu', 'polisi', 'menyakiti', 'rakyat', 'sumpahi', 'hartanya', 'berkah', 'miskin', 'pensiun', 'depresi', 'ptsd']",brengsek korban polisi sadar gaji bayar membunuh sumber penghasilan mu polisi menyakiti rakyat sumpahi hartanya berkah miskin pensiun depresi ptsd,brengsek korban polisi sadar gaji bayar bunuh sumber hasil mu polisi sakit rakyat sumpah harta berkah miskin pensiun depresi ptsd
@imloveddearly @e100ss affan wafat keluarga malah dapat bantuan sana sini bos kalo mati ga depresi ga bisa kerja krna nganggur malah ga dapat apa²,affan wafat keluarga malah dapat bantuan sana sini bos kalo mati ga depresi ga bisa kerja krna nganggur malah ga dapat apa²,affan wafat keluarga malah dapat bantuan sana sini bos kalo mati ga depresi ga bisa kerja krna nganggur malah ga dapat apa²,affan wafat keluarga malah dapat bantuan sana sini bos kalau mati tidak depresi tidak bisa kerja karena nganggur malah tidak dapat apa²,"['affan', 'wafat', 'keluarga', 'malah', 'dapat', 'bantuan', 'sana', 'sini', 'bos', 'kalau', 'mati', 'tidak', 'depresi', 'tidak', 'bisa', 'kerja', 'karena', 'nganggur', 'malah', 'tidak', 'dapat', 'apa²']","['affan', 'wafat', 'keluarga', 'bantuan', 'bos', 'mati', 'depresi', 'kerja', 'nganggur', 'apa²']",affan wafat keluarga bantuan bos mati depresi kerja nganggur apa²,affan wafat keluarga bantu bos mati depresi kerja nganggur apa
Izin off sosmed bikin depresi lama lama kalau dilihat. Stay safe guysss please pulang keadaan udha ga kondusif perintah oran² diatas sudah tidak sesuai HAM. Belum lagi para provokasi yang sengaja menyusup untuk kepentingan bersama suatu instansi maupun pribadi.,Izin off sosmed bikin depresi lama lama kalau dilihat Stay safe guysss please pulang keadaan udha ga kondusif perintah oran² diatas sudah tidak sesuai HAM Belum lagi para provokasi yang sengaja menyusup untuk kepentingan bersama suatu instansi maupun pribadi,izin off sosmed bikin depresi lama lama kalau dilihat stay safe guysss please pulang keadaan udha ga kondusif perintah oran² diatas sudah tidak sesuai ham belum lagi para provokasi yang sengaja menyusup untuk kepentingan bersama suatu instansi maupun pribadi,izin off sosmed bikin depresi lama lama kalau dilihat stay safe guysss please pulang keadaan udha tidak kondusif perintah oran² diatas sudah tidak sesuai ham belum lagi para provokasi yang sengaja menyusup untuk kepentingan bersama suatu instansi maupun pribadi,"['izin', 'off', 'sosmed', 'bikin', 'depresi', 'lama', 'lama', 'kalau', 'dilihat', 'stay', 'safe', 'guysss', 'please', 'pulang', 'keadaan', 'udha', 'tidak', 'kondusif', 'perintah', 'oran²', 'diatas', 'sudah', 'tidak', 'sesuai', 'ham', 'belum', 'lagi', 'para', 'provokasi', 'yang', 'sengaja', 'menyusup', 'untuk', 'kepentingan', 'bersama', 'suatu', 'instansi', 'maupun', 'pribadi']","['izin', 'sosmed', 'bikin', 'depresi', 'stay', 'safe', 'guysss', 'please', 'pulang', 'udha', 'kondusif', 'perintah', 'oran²', 'diatas', 'sesuai', 'ham', 'provokasi', 'sengaja', 'menyusup', 'kepentingan', 'instansi', 'pribadi']",izin sosmed bikin depresi stay safe guysss please pulang udha kondusif perintah oran² diatas sesuai ham provokasi sengaja menyusup kepentingan instansi pribadi,izin sosmed bikin depresi stay safe guysss please pulang udha kondusif perintah oran atas sesuai ham provokasi sengaja susup penting instansi pribadi
Depresi gw lihat eskalasi aksi,Depresi gw lihat eskalasi aksi,depresi gw lihat eskalasi aksi,depresi gue lihat eskalasi aksi,"['depresi', 'gue', 'lihat', 'eskalasi', 'aksi']","['depresi', 'gue', 'lihat', 'eskalasi', 'aksi']",depresi gue lihat eskalasi aksi,depresi gue lihat eskalasi aksi
@vintagesfuck Anjirr netizen benar2 ON ya obrak abrik. Semangan guys sampe Sahroni depresi trus bundir,Anjirr netizen benar ON ya obrak abrik Semangan guys sampe Sahroni depresi trus bundir,anjirr netizen benar on ya obrak abrik semangan guys sampe sahroni depresi trus bundir,anjir netizen benar on ya obrak abrik semangan teman sampai sahroni depresi terus bundir,"['anjir', 'netizen', 'benar', 'on', 'ya', 'obrak', 'abrik', 'semangan', 'teman', 'sampai', 'sahroni', 'depresi', 'terus', 'bundir']","['anjir', 'netizen', 'obrak', 'abrik', 'semangan', 'teman', 'sahroni', 'depresi', 'bundir']",anjir netizen obrak abrik semangan teman sahroni depresi bundir,anjir netizen obrak abrik semang teman sahroni depresi bundir
ㅤ Cara yang paling terbaik adalah dengan 𝘤𝘶𝘥𝘥𝘭𝘦 atau 𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨 juga bisa 𝘮𝘢𝘳𝘬𝘪𝘯𝘨. Saya akan ingatkan sedari awal; Omega laki-laki benar-benar rapuh saat hamil. Kamu akan merasa tertekan terisolasi dan tak jarang mengalami depresi ,ㅤ Cara yang paling terbaik adalah dengan 𝘤𝘶𝘥𝘥𝘭𝘦 atau 𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨 juga bisa 𝘮𝘢𝘳𝘬𝘪𝘯𝘨 Saya akan ingatkan sedari awal Omega laki laki benar benar rapuh saat hamil Kamu akan merasa tertekan terisolasi dan tak jarang mengalami depresi,ㅤ cara yang paling terbaik adalah dengan 𝘤𝘶𝘥𝘥𝘭𝘦 atau 𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨 juga bisa 𝘮𝘢𝘳𝘬𝘪𝘯𝘨 saya akan ingatkan sedari awal omega laki laki benar benar rapuh saat hamil kamu akan merasa tertekan terisolasi dan tak jarang mengalami depresi,ㅤ cara yang paling terbaik adalah dengan 𝘤𝘶𝘥𝘥𝘭𝘦 atau 𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨 juga bisa 𝘮𝘢𝘳𝘬𝘪𝘯𝘨 saya akan ingatkan sedari awal omega laki laki benar benar rapuh saat hamil kamu akan merasa tertekan terisolasi dan tak jarang mengalami depresi,"['ㅤ', 'cara', 'yang', 'paling', 'terbaik', 'adalah', 'dengan', '𝘤𝘶𝘥𝘥𝘭𝘦', 'atau', '𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨', 'juga', 'bisa', '𝘮𝘢𝘳𝘬𝘪𝘯𝘨', 'saya', 'akan', 'ingatkan', 'sedari', 'awal', 'omega', 'laki', 'laki', 'benar', 'benar', 'rapuh', 'saat', 'hamil', 'kamu', 'akan', 'merasa', 'tertekan', 'terisolasi', 'dan', 'tak', 'jarang', 'mengalami', 'depresi']","['ㅤ', 'terbaik', '𝘤𝘶𝘥𝘥𝘭𝘦', '𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨', '𝘮𝘢𝘳𝘬𝘪𝘯𝘨', 'ingatkan', 'sedari', 'omega', 'laki', 'laki', 'rapuh', 'hamil', 'tertekan', 'terisolasi', 'jarang', 'mengalami', 'depresi']",ㅤ terbaik 𝘤𝘶𝘥𝘥𝘭𝘦 𝘴𝘤𝘦𝘯𝘵𝘪𝘯𝘨 𝘮𝘢𝘳𝘬𝘪𝘯𝘨 ingatkan sedari omega laki laki rapuh hamil tertekan terisolasi jarang mengalami depresi, baik    ingat dar omega laki laki rapuh hamil tekan isolasi jarang alami depresi
AH DEPRESI GW JD TIFOSI,AH DEPRESI GW JD TIFOSI,ah depresi gw jd tifosi,ah depresi gue jadi tifosi,"['ah', 'depresi', 'gue', 'jadi', 'tifosi']","['ah', 'depresi', 'gue', 'tifosi']",ah depresi gue tifosi,ah depresi gue tifosi
@shrimpsnugget apa ni tentang apa buat depresi gak?,apa ni tentang apa buat depresi gak,apa ni tentang apa buat depresi gak,apa nih tentang apa buat depresi tidak,"['apa', 'nih', 'tentang', 'apa', 'buat', 'depresi', 'tidak']","['nih', 'depresi']",nih depresi,nih depresi
jujur capek consuming berita yg semuanya bikin depresi ini mana rl acc ig juga bikin depresif ak udahan dulu deh repost2nya mau menjaga kesehatan mental ,jujur capek consuming berita yg semuanya bikin depresi ini mana rl acc ig juga bikin depresif ak udahan dulu deh repostnya mau menjaga kesehatan mental,jujur capek consuming berita yg semuanya bikin depresi ini mana rl acc ig juga bikin depresif ak udahan dulu deh repostnya mau menjaga kesehatan mental,jujur capek consuming berita yang semuanya bikin depresi ini mana rl acc ig juga bikin depresif aku udahan dulu deh repostnya mau menjaga kesehatan mental,"['jujur', 'capek', 'consuming', 'berita', 'yang', 'semuanya', 'bikin', 'depresi', 'ini', 'mana', 'rl', 'acc', 'ig', 'juga', 'bikin', 'depresif', 'aku', 'udahan', 'dulu', 'deh', 'repostnya', 'mau', 'menjaga', 'kesehatan', 'mental']","['jujur', 'capek', 'consuming', 'berita', 'bikin', 'depresi', 'rl', 'acc', 'ig', 'bikin', 'depresif', 'udahan', 'deh', 'repostnya', 'menjaga', 'kesehatan', 'mental']",jujur capek consuming berita bikin depresi rl acc ig bikin depresif udahan deh repostnya menjaga kesehatan mental,jujur capek consuming berita bikin depresi rl acc ig bikin depresif udahan deh repostnya jaga sehat mental
pgn ngeluh depresi tp inget masih ada sahroni,pgn ngeluh depresi tp inget masih ada sahroni,pgn ngeluh depresi tp inget masih ada sahroni,pengin ngeluh depresi tapi ingat masih ada sahroni,"['pengin', 'ngeluh', 'depresi', 'tapi', 'ingat', 'masih', 'ada', 'sahroni']","['pengin', 'ngeluh', 'depresi', 'sahroni']",pengin ngeluh depresi sahroni,pengin ngeluh depresi sahroni
ini nih yang bikin gw depresi main tiktok sampe hapus tiktok,ini nih yang bikin gw depresi main tiktok sampe hapus tiktok,ini nih yang bikin gw depresi main tiktok sampe hapus tiktok,ini nih yang bikin gue depresi main tiktok sampai hapus tiktok,"['ini', 'nih', 'yang', 'bikin', 'gue', 'depresi', 'main', 'tiktok', 'sampai', 'hapus', 'tiktok']","['nih', 'bikin', 'gue', 'depresi', 'main', 'tiktok', 'hapus', 'tiktok']",nih bikin gue depresi main tiktok hapus tiktok,nih bikin gue depresi main tiktok hapus tiktok
@anfess_ Gimana gak belok nder. Dia tuh udah di tahap depresi berat karena merasa kalo prinsip dia tuh udah gak sebanding dengan kenyataan yang ada di lapangan. Kek ibaratnya dia mau ngelindungin banyak orang dari kutukan malah orang yang notabenenya harus dilindungi malah saling bunuh,Gimana gak belok nder Dia tuh udah di tahap depresi berat karena merasa kalo prinsip dia tuh udah gak sebanding dengan kenyataan yang ada di lapangan Kek ibaratnya dia mau ngelindungin banyak orang dari kutukan malah orang yang notabenenya harus dilindungi malah saling bunuh,gimana gak belok nder dia tuh udah di tahap depresi berat karena merasa kalo prinsip dia tuh udah gak sebanding dengan kenyataan yang ada di lapangan kek ibaratnya dia mau ngelindungin banyak orang dari kutukan malah orang yang notabenenya harus dilindungi malah saling bunuh,bagaimana tidak belok nder dia tuh sudah di tahap depresi berat karena merasa kalau prinsip dia tuh sudah tidak sebanding dengan kenyataan yang ada di lapangan kayak ibaratnya dia mau ngelindungin banyak orang dari kutukan malah orang yang notabenenya harus dilindungi malah saling bunuh,"['bagaimana', 'tidak', 'belok', 'nder', 'dia', 'tuh', 'sudah', 'di', 'tahap', 'depresi', 'berat', 'karena', 'merasa', 'kalau', 'prinsip', 'dia', 'tuh', 'sudah', 'tidak', 'sebanding', 'dengan', 'kenyataan', 'yang', 'ada', 'di', 'lapangan', 'kayak', 'ibaratnya', 'dia', 'mau', 'ngelindungin', 'banyak', 'orang', 'dari', 'kutukan', 'malah', 'orang', 'yang', 'notabenenya', 'harus', 'dilindungi', 'malah', 'saling', 'bunuh']","['belok', 'nder', 'tuh', 'tahap', 'depresi', 'berat', 'prinsip', 'tuh', 'sebanding', 'kenyataan', 'lapangan', 'kayak', 'ngelindungin', 'orang', 'kutukan', 'orang', 'notabenenya', 'dilindungi', 'bunuh']",belok nder tuh tahap depresi berat prinsip tuh sebanding kenyataan lapangan kayak ngelindungin orang kutukan orang notabenenya dilindungi bunuh,belok nder tuh tahap depresi berat prinsip tuh banding nyata lapang kayak ngelindungin orang kutu orang notabene lindung bunuh
Bergeser sejenak ke isu lain. Masyarakat Sambas sore ini dihebohkan dengan insiden percobaan mengakhiri hidup dengan melompat dari tower. Yang bersangkutan selamat &amp; sudah dibawa ke RS terdekat diduga perantau asal Sumatera yang depresi. : Berite Sambas https://t.co/5tMULvZneN,Bergeser sejenak ke isu lain Masyarakat Sambas sore ini dihebohkan dengan insiden percobaan mengakhiri hidup dengan melompat dari tower Yang bersangkutan selamat amp sudah dibawa ke RS terdekat diduga perantau asal Sumatera yang depresi Berite Sambas,bergeser sejenak ke isu lain masyarakat sambas sore ini dihebohkan dengan insiden percobaan mengakhiri hidup dengan melompat dari tower yang bersangkutan selamat amp sudah dibawa ke rs terdekat diduga perantau asal sumatera yang depresi berite sambas,bergeser sejenak ke isu lain masyarakat sambas sore ini dihebohkan dengan insiden percobaan mengakhiri hidup dengan melompat dari tower yang bersangkutan selamat amp sudah dibawa ke rs terdekat diduga perantau asal sumatera yang depresi berite sambas,"['bergeser', 'sejenak', 'ke', 'isu', 'lain', 'masyarakat', 'sambas', 'sore', 'ini', 'dihebohkan', 'dengan', 'insiden', 'percobaan', 'mengakhiri', 'hidup', 'dengan', 'melompat', 'dari', 'tower', 'yang', 'bersangkutan', 'selamat', 'amp', 'sudah', 'dibawa', 'ke', 'rs', 'terdekat', 'diduga', 'perantau', 'asal', 'sumatera', 'yang', 'depresi', 'berite', 'sambas']","['bergeser', 'isu', 'masyarakat', 'sambas', 'sore', 'dihebohkan', 'insiden', 'percobaan', 'hidup', 'melompat', 'tower', 'bersangkutan', 'selamat', 'amp', 'dibawa', 'rs', 'terdekat', 'diduga', 'perantau', 'sumatera', 'depresi', 'berite', 'sambas']",bergeser isu masyarakat sambas sore dihebohkan insiden percobaan hidup melompat tower bersangkutan selamat amp dibawa rs terdekat diduga perantau sumatera depresi berite sambas,geser isu masyarakat sambas sore heboh insiden coba hidup lompat tower sangkut selamat amp bawa rs dekat duga rantau sumatera depresi berite sambas
jujur klo udh gada kpop gw bisa depresi anjir ditambah kondisi negara begini,jujur klo udh gada kpop gw bisa depresi anjir ditambah kondisi negara begini,jujur klo udh gada kpop gw bisa depresi anjir ditambah kondisi negara begini,jujur kalau sudah tidak ada kpop gue bisa depresi anjir ditambah kondisi negara begini,"['jujur', 'kalau', 'sudah', 'tidak', 'ada', 'kpop', 'gue', 'bisa', 'depresi', 'anjir', 'ditambah', 'kondisi', 'negara', 'begini']","['jujur', 'kpop', 'gue', 'depresi', 'anjir', 'ditambah', 'kondisi', 'negara']",jujur kpop gue depresi anjir ditambah kondisi negara,jujur kpop gue depresi anjir tambah kondisi negara
