Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming
Paling suka gue anggota dpr yg salah terus minta maaf sambil mengundurkan diri bahkan ada yg bunuh diri saking malu nya. Salut sih gue. Tpi itu dpr negara lain.,Paling suka gue anggota dpr yg salah terus minta maaf sambil mengundurkan diri bahkan ada yg bunuh diri saking malu nya Salut sih gue Tpi itu dpr negara lain,paling suka gue anggota dpr yg salah terus minta maaf sambil mengundurkan diri bahkan ada yg bunuh diri saking malu nya salut sih gue tpi itu dpr negara lain,paling suka gue anggota dpr yang salah terus meminta maaf sambil mengundurkan diri bahkan ada yang bunuh diri saking malu ya salut sih gue tapi itu dpr negara lain,"['paling', 'suka', 'gue', 'anggota', 'dpr', 'yang', 'salah', 'terus', 'meminta', 'maaf', 'sambil', 'mengundurkan', 'diri', 'bahkan', 'ada', 'yang', 'bunuh', 'diri', 'saking', 'malu', 'ya', 'salut', 'sih', 'gue', 'tapi', 'itu', 'dpr', 'negara', 'lain']","['suka', 'gue', 'anggota', 'dpr', 'salah', 'maaf', 'mengundurkan', 'bunuh', 'saking', 'malu', 'salut', 'gue', 'dpr', 'negara']",suka gue anggota dpr salah maaf mengundurkan bunuh saking malu salut gue dpr negara,suka gue anggota dpr salah maaf undur bunuh saking malu salut gue dpr negara
jogja malam ini mencekam. jangan ada yang aksi malam ini kita bukan mau bunuh diri!,jogja malam ini mencekam jangan ada yang aksi malam ini kita bukan mau bunuh diri,jogja malam ini mencekam jangan ada yang aksi malam ini kita bukan mau bunuh diri,jogja malam ini mencekam jangan ada yang aksi malam ini kita bukan mau bunuh diri,"['jogja', 'malam', 'ini', 'mencekam', 'jangan', 'ada', 'yang', 'aksi', 'malam', 'ini', 'kita', 'bukan', 'mau', 'bunuh', 'diri']","['jogja', 'malam', 'mencekam', 'aksi', 'malam', 'bunuh']",jogja malam mencekam aksi malam bunuh,jogja malam cekam aksi malam bunuh
@yudiharahap46 @tedy_bambang Itu masalahnya sampai dia jadi kaya dan bunuh diri sendiri,Itu masalahnya sampai dia jadi kaya dan bunuh diri sendiri,itu masalahnya sampai dia jadi kaya dan bunuh diri sendiri,itu masalahnya sampai dia jadi kayak dan bunuh diri sendiri,"['itu', 'masalahnya', 'sampai', 'dia', 'jadi', 'kayak', 'dan', 'bunuh', 'diri', 'sendiri']","['kayak', 'bunuh']",kayak bunuh,kayak bunuh
Membayar pajak bukan sama dengan zakat tapi beli racun untuk bunuh diri dengan pemerintah sebagai perantara dengan aparat sebagai alat.,Membayar pajak bukan sama dengan zakat tapi beli racun untuk bunuh diri dengan pemerintah sebagai perantara dengan aparat sebagai alat,membayar pajak bukan sama dengan zakat tapi beli racun untuk bunuh diri dengan pemerintah sebagai perantara dengan aparat sebagai alat,membayar pajak bukan sama dengan zakat tapi beli racun untuk bunuh diri dengan pemerintah sebagai perantara dengan aparat sebagai alat,"['membayar', 'pajak', 'bukan', 'sama', 'dengan', 'zakat', 'tapi', 'beli', 'racun', 'untuk', 'bunuh', 'diri', 'dengan', 'pemerintah', 'sebagai', 'perantara', 'dengan', 'aparat', 'sebagai', 'alat']","['membayar', 'pajak', 'zakat', 'beli', 'racun', 'bunuh', 'pemerintah', 'perantara', 'aparat', 'alat']",membayar pajak zakat beli racun bunuh pemerintah perantara aparat alat,bayar pajak zakat beli racun bunuh perintah antara aparat alat
anjing banget nih gue benci banget sama diri gue pengen gue bunuh rasanyaaaaaa FUCK,anjing banget nih gue benci banget sama diri gue pengen gue bunuh rasanyaaaaaa FUCK,anjing banget nih gue benci banget sama diri gue pengen gue bunuh rasanyaaaaaa fuck,anjing banget nih gue benci banget sama diri gue pengin gue bunuh rasanyaaaaaa fuck,"['anjing', 'banget', 'nih', 'gue', 'benci', 'banget', 'sama', 'diri', 'gue', 'pengin', 'gue', 'bunuh', 'rasanyaaaaaa', 'fuck']","['anjing', 'banget', 'nih', 'gue', 'benci', 'banget', 'gue', 'pengin', 'gue', 'bunuh', 'rasanyaaaaaa', 'fuck']",anjing banget nih gue benci banget gue pengin gue bunuh rasanyaaaaaa fuck,anjing banget nih gue benci banget gue pengin gue bunuh rasanyaaaaaa fuck
@ragilnugroho1 Perintah 08 = bunuh diri.,Perintah bunuh diri,perintah bunuh diri,perintah bunuh diri,"['perintah', 'bunuh', 'diri']","['perintah', 'bunuh']",perintah bunuh,perintah bunuh
harusnya anggotamu bunuh orang kmrn kau malu ya setan. minimal mengundurkan diri ini malah makin berani mau nambah korbankah bajingan? ,harusnya anggotamu bunuh orang kmrn kau malu ya setan minimal mengundurkan diri ini malah makin berani mau nambah korbankah bajingan,harusnya anggotamu bunuh orang kmrn kau malu ya setan minimal mengundurkan diri ini malah makin berani mau nambah korbankah bajingan,harusnya anggotamu bunuh orang kemarin kau malu ya setan minimal mengundurkan diri ini malah makin berani mau menambah korbankah bajingan,"['harusnya', 'anggotamu', 'bunuh', 'orang', 'kemarin', 'kau', 'malu', 'ya', 'setan', 'minimal', 'mengundurkan', 'diri', 'ini', 'malah', 'makin', 'berani', 'mau', 'menambah', 'korbankah', 'bajingan']","['anggotamu', 'bunuh', 'orang', 'kemarin', 'kau', 'malu', 'setan', 'minimal', 'mengundurkan', 'berani', 'menambah', 'korbankah', 'bajingan']",anggotamu bunuh orang kemarin kau malu setan minimal mengundurkan berani menambah korbankah bajingan,anggota bunuh orang kemarin kau malu setan minimal undur berani tambah korban bajing
Kalau menganiaya rakyat dimulai SEBELUM membuka diri dan mendengarkan aspirasi itu namanya udah niat bunuh orang dari awal.,Kalau menganiaya rakyat dimulai SEBELUM membuka diri dan mendengarkan aspirasi itu namanya udah niat bunuh orang dari awal,kalau menganiaya rakyat dimulai sebelum membuka diri dan mendengarkan aspirasi itu namanya udah niat bunuh orang dari awal,kalau menganiaya rakyat dimulai sebelum membuka diri dan mendengarkan aspirasi itu namanya sudah niat bunuh orang dari awal,"['kalau', 'menganiaya', 'rakyat', 'dimulai', 'sebelum', 'membuka', 'diri', 'dan', 'mendengarkan', 'aspirasi', 'itu', 'namanya', 'sudah', 'niat', 'bunuh', 'orang', 'dari', 'awal']","['menganiaya', 'rakyat', 'membuka', 'mendengarkan', 'aspirasi', 'namanya', 'niat', 'bunuh', 'orang']",menganiaya rakyat membuka mendengarkan aspirasi namanya niat bunuh orang,aniaya rakyat buka dengar aspirasi nama niat bunuh orang
ngapain gue oversharing yh malu banget jir pen bunuh diri aja biar gausah babibu lagi,ngapain gue oversharing yh malu banget jir pen bunuh diri aja biar gausah babibu lagi,ngapain gue oversharing yh malu banget jir pen bunuh diri aja biar gausah babibu lagi,mengapai gue oversharing ya malu banget jir pengin bunuh diri saja biar tidak usah babibu lagi,"['mengapai', 'gue', 'oversharing', 'ya', 'malu', 'banget', 'jir', 'pengin', 'bunuh', 'diri', 'saja', 'biar', 'tidak', 'usah', 'babibu', 'lagi']","['mengapai', 'gue', 'oversharing', 'malu', 'banget', 'jir', 'pengin', 'bunuh', 'biar', 'babibu']",mengapai gue oversharing malu banget jir pengin bunuh biar babibu,kapai gue oversharing malu banget jir pengin bunuh biar babibu
bunuh diri. bagi yg masih di titik2 merah di manapun itu bawa sebanyak2nya orang untuk pulang. Ini udah chaos bgt. Sayangi nyawa kalian!,bunuh diri bagi yg masih di titik merah di manapun itu bawa sebanyaknya orang untuk pulang Ini udah chaos bgt Sayangi nyawa kalian,bunuh diri bagi yg masih di titik merah di manapun itu bawa sebanyaknya orang untuk pulang ini udah chaos bgt sayangi nyawa kalian,bunuh diri bagi yang masih di titik merah di manapun itu bawa sebanyaknya orang untuk pulang ini sudah chaos banget sayangi nyawa kalian,"['bunuh', 'diri', 'bagi', 'yang', 'masih', 'di', 'titik', 'merah', 'di', 'manapun', 'itu', 'bawa', 'sebanyaknya', 'orang', 'untuk', 'pulang', 'ini', 'sudah', 'chaos', 'banget', 'sayangi', 'nyawa', 'kalian']","['bunuh', 'titik', 'merah', 'manapun', 'bawa', 'sebanyaknya', 'orang', 'pulang', 'chaos', 'banget', 'sayangi', 'nyawa']",bunuh titik merah manapun bawa sebanyaknya orang pulang chaos banget sayangi nyawa,bunuh titik merah mana bawa banyak orang pulang chaos banget sayang nyawa
@ahtemtw bunuh diri..,bunuh diri,bunuh diri,bunuh diri,"['bunuh', 'diri']",['bunuh'],bunuh,bunuh
@GasMedsos Untung gak bunuh diri masih ada waktu untuk tobat pak Yaitu mundur dari jabatan lalu sumbangkan 99% harta mu untuk rakyat 1% pakai buat anda bayar kost kost an hidup bekerja seperti rakyat yang susah pagi berangkat malam balik Keringat bercucuran Gajih tidak seberapa.,Untung gak bunuh diri masih ada waktu untuk tobat pak Yaitu mundur dari jabatan lalu sumbangkan harta mu untuk rakyat pakai buat anda bayar kost kost an hidup bekerja seperti rakyat yang susah pagi berangkat malam balik Keringat bercucuran Gajih tidak seberapa,untung gak bunuh diri masih ada waktu untuk tobat pak yaitu mundur dari jabatan lalu sumbangkan harta mu untuk rakyat pakai buat anda bayar kost kost an hidup bekerja seperti rakyat yang susah pagi berangkat malam balik keringat bercucuran gajih tidak seberapa,untung tidak bunuh diri masih ada waktu untuk tobat pak yaitu mundur dari jabatan lalu sumbangkan harta mu untuk rakyat pakai buat anda bayar kost kost an hidup bekerja seperti rakyat yang susah pagi berangkat malam balik keringat bercucuran gajih tidak seberapa,"['untung', 'tidak', 'bunuh', 'diri', 'masih', 'ada', 'waktu', 'untuk', 'tobat', 'pak', 'yaitu', 'mundur', 'dari', 'jabatan', 'lalu', 'sumbangkan', 'harta', 'mu', 'untuk', 'rakyat', 'pakai', 'buat', 'anda', 'bayar', 'kost', 'kost', 'an', 'hidup', 'bekerja', 'seperti', 'rakyat', 'yang', 'susah', 'pagi', 'berangkat', 'malam', 'balik', 'keringat', 'bercucuran', 'gajih', 'tidak', 'seberapa']","['untung', 'bunuh', 'tobat', 'mundur', 'jabatan', 'sumbangkan', 'harta', 'mu', 'rakyat', 'pakai', 'bayar', 'kost', 'kost', 'hidup', 'rakyat', 'susah', 'pagi', 'berangkat', 'malam', 'keringat', 'bercucuran', 'gajih']",untung bunuh tobat mundur jabatan sumbangkan harta mu rakyat pakai bayar kost kost hidup rakyat susah pagi berangkat malam keringat bercucuran gajih,untung bunuh tobat mundur jabat sumbang harta mu rakyat pakai bayar kost kost hidup rakyat susah pagi berangkat malam keringat cucur gajih
sekali lagi ada anak parcok parjo yg alesan mrk cm ngerjain tugas mrk lu KONTOL anjing lu deserve untuk DEPRESI SAMPAI BUNUH DIRI,sekali lagi ada anak parcok parjo yg alesan mrk cm ngerjain tugas mrk lu KONTOL anjing lu deserve untuk DEPRESI SAMPAI BUNUH DIRI,sekali lagi ada anak parcok parjo yg alesan mrk cm ngerjain tugas mrk lu kontol anjing lu deserve untuk depresi sampai bunuh diri,sekali lagi ada anak parcok parjo yang alesan mereka cuma ngerjain tugas mereka kamu kontol anjing kamu deserve untuk depresi sampai bunuh diri,"['sekali', 'lagi', 'ada', 'anak', 'parcok', 'parjo', 'yang', 'alesan', 'mereka', 'cuma', 'ngerjain', 'tugas', 'mereka', 'kamu', 'kontol', 'anjing', 'kamu', 'deserve', 'untuk', 'depresi', 'sampai', 'bunuh', 'diri']","['anak', 'parcok', 'parjo', 'alesan', 'ngerjain', 'tugas', 'kontol', 'anjing', 'deserve', 'depresi', 'bunuh']",anak parcok parjo alesan ngerjain tugas kontol anjing deserve depresi bunuh,anak parcok parjo alesan ngerjain tugas kontol anjing deserve depresi bunuh
@victoragiular @iam_zelt @MillMx429564 @apostolosyohans @RyKe355493 @__anomali__ @imamDouma @aesculapiusw @Juragann_muda2 @grok @InWahyudi581 @Orza961026 @Alie_Fahnoor @Ruth_Djojoning @_majusi_ @ha818 @Valhallaah @Apokrifa23 @imasrirahmani @JLion555 @FaktaBerita89 @TomatTomat44 @kakilangitimur @againstkadroen @YNP_NCF @Kappa_2023 @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz @Mundiwangi4 @PaijoKhentirrr Matinya aja bunuh diri minum anggur asam ,Matinya aja bunuh diri minum anggur asam,matinya aja bunuh diri minum anggur asam,matinya saja bunuh diri minum anggur asam,"['matinya', 'saja', 'bunuh', 'diri', 'minum', 'anggur', 'asam']","['matinya', 'bunuh', 'minum', 'anggur', 'asam']",matinya bunuh minum anggur asam,mati bunuh minum anggur asam
@Arin_sall @gitaputrid @jokowi kita tau seluruh rakyat Indonesia bergerak klo @prabowo coba2 bikin peraturan2 kayak bunuh orang di tempat investor asing juga bakal narik diri klo @prabowo nekat mengesahkan peraturan begitu dikira Indonesia bisa hidup dibawah cina doank apa https://t.co/wrpa04lD9O,kita tau seluruh rakyat Indonesia bergerak klo coba bikin peraturan kayak bunuh orang di tempat investor asing juga bakal narik diri klo nekat mengesahkan peraturan begitu dikira Indonesia bisa hidup dibawah cina doank apa,kita tau seluruh rakyat indonesia bergerak klo coba bikin peraturan kayak bunuh orang di tempat investor asing juga bakal narik diri klo nekat mengesahkan peraturan begitu dikira indonesia bisa hidup dibawah cina doank apa,kita tau seluruh rakyat indonesia bergerak kalau coba bikin peraturan kayak bunuh orang di tempat investor asing juga bakal menarik diri kalau nekat mengesahkan peraturan begitu dikira indonesia bisa hidup dibawah cina doang apa,"['kita', 'tau', 'seluruh', 'rakyat', 'indonesia', 'bergerak', 'kalau', 'coba', 'bikin', 'peraturan', 'kayak', 'bunuh', 'orang', 'di', 'tempat', 'investor', 'asing', 'juga', 'bakal', 'menarik', 'diri', 'kalau', 'nekat', 'mengesahkan', 'peraturan', 'begitu', 'dikira', 'indonesia', 'bisa', 'hidup', 'dibawah', 'cina', 'doang', 'apa']","['tau', 'rakyat', 'indonesia', 'bergerak', 'coba', 'bikin', 'peraturan', 'kayak', 'bunuh', 'orang', 'investor', 'asing', 'menarik', 'nekat', 'mengesahkan', 'peraturan', 'indonesia', 'hidup', 'dibawah', 'cina', 'doang']",tau rakyat indonesia bergerak coba bikin peraturan kayak bunuh orang investor asing menarik nekat mengesahkan peraturan indonesia hidup dibawah cina doang,tau rakyat indonesia gerak coba bikin atur kayak bunuh orang investor asing tarik nekat kesah atur indonesia hidup bawah cina doang
@kompascom Kalo dijepang politisi gini dah bunuh diri disini mah masih pertahankan jabatannya,Kalo dijepang politisi gini dah bunuh diri disini mah masih pertahankan jabatannya,kalo dijepang politisi gini dah bunuh diri disini mah masih pertahankan jabatannya,kalau dijepang politisi begini sudah bunuh diri disini mah masih pertahankan jabatannya,"['kalau', 'dijepang', 'politisi', 'begini', 'sudah', 'bunuh', 'diri', 'disini', 'mah', 'masih', 'pertahankan', 'jabatannya']","['dijepang', 'politisi', 'bunuh', 'mah', 'pertahankan', 'jabatannya']",dijepang politisi bunuh mah pertahankan jabatannya,dijepang politis bunuh mah tahan jabat
@kreiideprinzz @BudiBukanIntel Internet blackout mah bunuh diri ekonomi. Kantor-kantor udah dihimbau disuruh WFH kok malah blackout. Perekonomian bisa terjun bebas jadinya.,Internet blackout mah bunuh diri ekonomi Kantor kantor udah dihimbau disuruh WFH kok malah blackout Perekonomian bisa terjun bebas jadinya,internet blackout mah bunuh diri ekonomi kantor kantor udah dihimbau disuruh wfh kok malah blackout perekonomian bisa terjun bebas jadinya,internet blackout mah bunuh diri ekonomi kantor kantor sudah dihimbau disuruh wfh kok malah blackout perekonomian bisa terjun bebas jadinya,"['internet', 'blackout', 'mah', 'bunuh', 'diri', 'ekonomi', 'kantor', 'kantor', 'sudah', 'dihimbau', 'disuruh', 'wfh', 'kok', 'malah', 'blackout', 'perekonomian', 'bisa', 'terjun', 'bebas', 'jadinya']","['internet', 'blackout', 'mah', 'bunuh', 'ekonomi', 'kantor', 'kantor', 'dihimbau', 'disuruh', 'wfh', 'blackout', 'perekonomian', 'terjun', 'bebas']",internet blackout mah bunuh ekonomi kantor kantor dihimbau disuruh wfh blackout perekonomian terjun bebas,internet blackout mah bunuh ekonomi kantor kantor dihimbau suruh wfh blackout ekonomi terjun bebas
@izzudirsyad bunuh diri,bunuh diri,bunuh diri,bunuh diri,"['bunuh', 'diri']",['bunuh'],bunuh,bunuh
Gus @hayder_imron lapor. 1. Gol bunuh diri 2. Gol asli 3. Gol Penalti Belanja ratusan juta poundsterling. Hanya untuk menang lawan klub promosi dengan gol BD dan Penalti. Dukung Amorin diganti Sahroni.,Gus lapor Gol bunuh diri Gol asli Gol Penalti Belanja ratusan juta poundsterling Hanya untuk menang lawan klub promosi dengan gol BD dan Penalti Dukung Amorin diganti Sahroni,gus lapor gol bunuh diri gol asli gol penalti belanja ratusan juta poundsterling hanya untuk menang lawan klub promosi dengan gol bd dan penalti dukung amorin diganti sahroni,gus lapor gol bunuh diri gol asli gol penalti belanja ratusan juta poundsterling hanya untuk menang lawan klub promosi dengan gol bd dan penalti dukung amorin diganti sahroni,"['gus', 'lapor', 'gol', 'bunuh', 'diri', 'gol', 'asli', 'gol', 'penalti', 'belanja', 'ratusan', 'juta', 'poundsterling', 'hanya', 'untuk', 'menang', 'lawan', 'klub', 'promosi', 'dengan', 'gol', 'bd', 'dan', 'penalti', 'dukung', 'amorin', 'diganti', 'sahroni']","['gus', 'lapor', 'gol', 'bunuh', 'gol', 'asli', 'gol', 'penalti', 'belanja', 'ratusan', 'juta', 'poundsterling', 'menang', 'lawan', 'klub', 'promosi', 'gol', 'bd', 'penalti', 'dukung', 'amorin', 'diganti', 'sahroni']",gus lapor gol bunuh gol asli gol penalti belanja ratusan juta poundsterling menang lawan klub promosi gol bd penalti dukung amorin diganti sahroni,gus lapor gol bunuh gol asli gol penalti belanja ratus juta poundsterling menang lawan klub promosi gol bd penalti dukung amorin ganti sahroni
MUNDUR DULU TOLONG SELAMATKAN DIRI DULU PEMERINTAH APARAT UDAH GILA. MEREKA MAU BUNUH RAKYATNYA SENDIRI.,MUNDUR DULU TOLONG SELAMATKAN DIRI DULU PEMERINTAH APARAT UDAH GILA MEREKA MAU BUNUH RAKYATNYA SENDIRI,mundur dulu tolong selamatkan diri dulu pemerintah aparat udah gila mereka mau bunuh rakyatnya sendiri,mundur dulu tolong selamatkan diri dulu pemerintah aparat sudah gila mereka mau bunuh rakyatnya sendiri,"['mundur', 'dulu', 'tolong', 'selamatkan', 'diri', 'dulu', 'pemerintah', 'aparat', 'sudah', 'gila', 'mereka', 'mau', 'bunuh', 'rakyatnya', 'sendiri']","['mundur', 'tolong', 'selamatkan', 'pemerintah', 'aparat', 'gila', 'bunuh', 'rakyatnya']",mundur tolong selamatkan pemerintah aparat gila bunuh rakyatnya,mundur tolong selamat perintah aparat gila bunuh rakyat
@ElleanorJacques Ga lama lagi pasti abang gua pamer. Karena gol pertama bunuh diri dia ga nonton lagi,Ga lama lagi pasti abang gua pamer Karena gol pertama bunuh diri dia ga nonton lagi,ga lama lagi pasti abang gua pamer karena gol pertama bunuh diri dia ga nonton lagi,tidak lama lagi pasti abang gua pamer karena gol pertama bunuh diri dia tidak menonton lagi,"['tidak', 'lama', 'lagi', 'pasti', 'abang', 'gua', 'pamer', 'karena', 'gol', 'pertama', 'bunuh', 'diri', 'dia', 'tidak', 'menonton', 'lagi']","['abang', 'gua', 'pamer', 'gol', 'bunuh', 'menonton']",abang gua pamer gol bunuh menonton,abang gua pamer gol bunuh tonton
@FaktaSepakbola Menang gara gara P Dan gol bunuh diri Lu tim apaan sih MU,Menang gara gara P Dan gol bunuh diri Lu tim apaan sih MU,menang gara gara p dan gol bunuh diri lu tim apaan sih mu,menang gara gara p dan gol bunuh diri kamu tim apaan sih mu,"['menang', 'gara', 'gara', 'p', 'dan', 'gol', 'bunuh', 'diri', 'kamu', 'tim', 'apaan', 'sih', 'mu']","['menang', 'gara', 'gara', 'p', 'gol', 'bunuh', 'tim', 'mu']",menang gara gara p gol bunuh tim mu,menang gara gara p gol bunuh tim mu
